2023 Space Needle,,,,,,
2023-10-2,,,,,,
,,,,,,
,Ernie Moore 3,,M60-69,11:09.4,669.4,
,Danielle Lindegarde,,F30-39,11:09.6,669.6,
,David Lewis,,M40-49,11:10.2,670.2,
,Stephan Heath 2,,M40-49,11:10.8,670.8,
,Stephan Heath 3,,M40-49,11:11.0,671,
,Hart Cole,,M30-39,11:11.2,671.2,
,Rose Peterson,,F50-59,11:11.3,671.3,
,Brynn Biddle,,F30-39,11:11.3,671.3,
,Dean Poor,,M60-69,11:11.4,671.4,
,Laura Lily Bryan-Hecht,,F50-59,11:11.5,671.5,
,Emily Menon Bender,,F40-49,11:13.0,673,
,Stephan Heath,,M40-49,11:13.2,673.2,
,Jim Strum,,M60-69,11:13.3,673.3,
,Philip Chan,,M40-49,11:13.5,673.5,
,Rai Nelson 6,,F40-49,11:13.8,673.8,
,Michael Caputo,,M30-39,11:14.8,674.8,
,John Bolig,,M50-59,11:15.0,675,
,Brianna Barnes,,F30-39,11:15.1,675.1,
,Diana Kapsner,,F30-39,11:15.7,675.7,
,Eric Anderson,,M30-39,11:15.9,675.9,
,Deborah Lichon,,F60-69,11:16.3,676.3,
,Melissa Green,,F40-49,11:16.5,676.5,
,Timothy Mattonen,,M30-39,11:16.6,676.6,
,Brett Harris 2,,M30-39,11:17.9,677.9,
,Frank Yoshida,,M40-49,11:18.0,678,
,Kristen Steinmetz,,F30-39,11:18.3,678.3,
,Janice Dorwin,,F70-79,11:18.5,678.5,
,Eric Teshima,,M60-69,11:18.5,678.5,
,Rai Nelson 8,,F40-49,11:18.9,678.9,
,Joy Vrchota,,F40-49,11:19.1,679.1,
,Reena Gulati,,F50-59,11:19.3,679.3,
,Kim Giannone,,F40-49,11:19.5,679.5,
,Kevin Gahagan,,M60-69,11:19.7,679.7,
,Rai Nelson 7,,F40-49,11:20.7,680.7,
,Ruth Christiansen,,F40-49,11:20.7,680.7,
,Jason Francis,,M50-59,11:22.2,682.2,
,TRYSH MALODY,,F30-39,11:22.3,682.3,
,Meghana Doreswamy,,F40-49,11:23.1,683.1,
,Ritu Bahl,,F40-49,11:23.9,683.9,
,Gregg McBride,,M50-59,11:24.3,684.3,
,Leann Lightfield,,F18-29,11:24.4,684.4,
,Laura Sokoloski,,F50-59,11:24.7,684.7,
,Bob Pore,,M30-39,11:25.4,685.4,
,Laura Lagerstedt,,F50-59,11:25.4,685.4,
,Erin Havens,,F50-59,11:25.9,685.9,
,Karen Ho,,F30-39,11:26.0,686,
,Carrie Ford,,F30-39,11:26.3,686.3,
,Bette Wolf,,F40-49,11:26.4,686.4,
,Maria Chistova,,F30-39,11:26.6,686.6,
,Kendall Havens,,F18-29,11:26.7,686.7,
,Mark Maszak,,M50-59,11:26.9,686.9,
,Jessica Christensen,,F40-49,11:27.1,687.1,
,Susan Lash,,F60-69,11:27.2,687.2,
,Jacquelin Peters,,F40-49,11:27.8,687.8,
,Paul Hall,,M50-59,11:28.1,688.1,
,Natalie Reeder,,F18-29,11:28.2,688.2,
,Brian Rice,,M50-59,11:28.6,688.6,
,Jennifer Torres,,F50-59,11:28.9,688.9,
,Lisa Bowie,,F40-49,11:29.1,689.1,
,Leigh Brown,,F40-49,11:29.3,689.3,
,Amanda Packer,,F30-39,11:30.2,690.2,
,Jasmina Mihova,,F40-49,11:30.3,690.3,
,Grant Hadlich 2,,M30-39,11:31.0,691,
,Lois Schunk,,F70-79,11:31.1,691.1,
,Spencer Law,,M18-29,11:31.9,691.9,
,Lyndsay Beaulieu,,F40-49,11:32.5,692.5,
,Ann Boonoom,,F50-59,11:33.5,693.5,
,William Dunbar,,M40-49,11:33.5,693.5,
,Brandon Enyeart,,M30-39,11:33.7,693.7,
,Nathan Friend,,M30-39,11:33.8,693.8,
,Lynda Hamilton,,F50-59,11:35.2,695.2,
,Phyllis Fischer,,F50-59,11:35.2,695.2,
,Dave Burnison,,M50-59,11:36.0,696,
,Aram Avanesyan,,M18-29,11:36.1,696.1,
,Sarah Ogden,,F18-29,11:36.3,696.3,
,Liza Skorupski,,F30-39,11:37.2,697.2,
,Imee Tribo,,F40-49,11:37.2,697.2,
,Stephen Dalton,,M50-59,11:38.2,698.2,
,Vivian Maritz,,F40-49,11:38.2,698.2,
,Lynn Roe,,M50-59,11:38.7,698.7,
,David Nelson,,M60-69,11:39.1,699.1,
,Nicolette Jensen,,F40-49,11:39.4,699.4,
,Malinda Eichner,,F30-39,11:39.8,699.8,
,Caitlin Boline,,F30-39,11:41.0,701,
,Christine Mathews-Dalton,,F50-59,11:41.5,701.5,
,Jacob Arnold,,M18-29,11:42.7,702.7,
,Brian Tschider,,M60-69,11:43.0,703,
,James Tedrick,,M40-49,11:43.1,703.1,
,Matthew Vickery,,M40-49,11:43.2,703.2,
,Susan Lash 2,,F60-69,11:43.4,703.4,
,Jesus Grajeda,,M40-49,11:44.0,704,
,Karen Wan,,F50-59,11:44.3,704.3,
,Jennifer Sprague,,F50-59,11:44.3,704.3,
,Gabe Brown,,M40-49,11:45.0,705,
,Jonathan Micklos,,M30-39,11:45.1,705.1,
,Pete Mentele,,M60-69,11:45.2,705.2,
,Paula Matthews,,F70-79,11:45.5,705.5,
,Victoria Rios,,NB18-29,11:46.4,706.4,
,Maureen Pickarski,,F50-59,11:48.7,708.7,
,GregRobin A Smith,,M60-69,11:50.0,710,
,Melissa Berg,,F30-39,11:50.3,710.3,
,Heather Hokamp,,F30-39,11:50.4,710.4,
,Nicole Pattamanuch,,F40-49,11:50.8,710.8,
,Chi Chan,,M30-39,11:51.1,711.1,
,Joe Mentele,,M60-69,11:51.1,711.1,
,Rob Campbell,,M40-49,11:51.5,711.5,
,Jim Davidson,,M80+,11:52.1,712.1,
,Katrina Mihalopoulos,,F40-49,11:52.5,712.5,
,Daniel Schreiber,,M50-59,11:52.6,712.6,
,Carly Mallow,,F40-49,11:54.0,714,
,Carolyn Lesser,,F40-49,11:54.4,714.4,
,Emily Weiler,,F50-59,11:54.6,714.6,
,Shiva Kumar,,M50-59,11:55.8,715.8,
,Dustin Desmond,,M40-49,11:56.6,716.6,
,Cathy Nguyen,,F30-39,11:56.8,716.8,
,Erik Swanson,,M40-49,11:57.1,717.1,
,Stacy Wilson,,F40-49,11:57.3,717.3,
,Pearl Chan,,F40-49,11:57.3,717.3,
,Alyson Canal-Burzi,,F30-39,11:57.5,717.5,
,Kim McMeekin,,F40-49,11:57.6,717.6,
,Ferdi Biscocho,,M50-59,11:57.7,717.7,
,Koyuki Fritchman,,F30-39,11:57.9,717.9,
,Mark Christensen,,M40-49,11:58.4,718.4,
,Patty Boyce,,F50-59,11:58.8,718.8,
,Neety Kohli,,F40-49,12:00.4,720.4,
,Courtney Heitter,,F30-39,12:01.3,721.3,
,Kate McCoshen,,NB18-29,12:02.3,722.3,
,Zach Wieben,,M30-39,12:02.8,722.8,
,Richard Williams,,M70-79,12:03.0,723,
,Matt Neligeorge,,M30-39,12:03.1,723.1,
,Janeth Talty,,F50-59,12:03.2,723.2,
,Winnie Tsai,,F50-59,12:03.2,723.2,
,Rai Nelson 10,,F40-49,12:03.3,723.3,
,Suriya Gunasekar,,F30-39,12:03.7,723.7,
,Chase Bronson,,M30-39,12:04.5,724.5,
,Vijay Paruchuru 8,,M40-49,12:05.3,725.3,
,Krystle Fister,,F30-39,12:05.4,725.4,
,Nate Lee,,M30-39,12:05.4,725.4,
,Annie Neligeorge,,F40-49,12:05.5,725.5,
,Natasha Eickert,,F30-39,12:06.6,726.6,
,Joe Kim,,M50-59,12:07.0,727,
,Tara Mosher,,F30-39,12:07.4,727.4,
,Andrea Talty,,F18-29,12:07.9,727.9,
,Joanna Realubit,,F30-39,12:09.2,729.2,
,Michael Burzi,,M30-39,12:09.2,729.2,
,Sandy Namgung,,F30-39,12:09.4,729.4,
,Ashley Chan,,F30-39,12:10.3,730.3,
,James Roberts,,M40-49,12:10.9,730.9,
,Vijay Paruchuru 10,,M40-49,12:11.5,731.5,
,Maria Moncrease,,F30-39,12:11.8,731.8,
,Michael Kostis,,M40-49,12:12.2,732.2,
,Juan Pablo Rodriguez Lomuscio,,M30-39,12:12.4,732.4,
,Susan Tuller,,F60-69,12:12.7,732.7,
,Debbi Luchtel,,F60-69,12:13.5,733.5,
,Ernie Moore 2,,M60-69,12:13.6,733.6,
,Jacqie Evenson,,F30-39,12:14.4,734.4,
,Rachel Hunter,,F18-29,12:14.5,734.5,
,Shannon LaRussa,,F30-39,12:14.6,734.6,
,Sandra Simmons,,F60-69,12:15.1,735.1,
,Kaye Robinson,,F50-59,12:15.2,735.2,
,Carol Gregory,,F50-59,12:15.8,735.8,
,Tacy Adair,,F40-49,12:16.0,736,
,Buckley Guderian,,M60-69,12:16.0,736,
,Maddie Freiberg,,F30-39,12:16.5,736.5,
,Norma Delgado-Dille,,F18-29,12:16.5,736.5,
,Mari Grace So,,F30-39,12:17.0,737,
,Tracy Griffin,,F60-69,12:17.0,737,
,Mark Maszak 2,,M50-59,12:17.8,737.8,
,Sean Caughlan,,M50-59,12:18.0,738,
,Monica Khaouly,,F30-39,12:18.2,738.2,
,Tom Sweetser,,M60-69,12:19.0,739,
,Buckley Guderian 2,,M60-69,12:19.6,739.6,
,Thomas Mercer,,M30-39,12:19.9,739.9,
,Vicky Dang,,F40-49,12:20.1,740.1,
,Jody Eveler,,F50-59,12:21.1,741.1,
,Douglas Brownlee,,M60-69,12:21.1,741.1,
,Catherine Spurgeon,,F60-69,12:22.6,742.6,
,Don Morin,,M50-59,12:23.5,743.5,
,Phil Hilgert,,M60-69,12:24.0,744,
,Yasuyo Sousa,,F60-69,12:24.3,744.3,
,Zerene Gurian,,F40-49,12:24.6,744.6,
,Dan Hedges 3,,M60-69,12:25.3,745.3,
,Annie Case,,F50-59,12:25.4,745.4,
,Michelle Cowan,,F40-49,12:26.0,746,
,Leslea Bowling,,F40-49,12:26.2,746.2,
,Aneal Gadgil,,M40-49,12:26.2,746.2,
,Daniela Witten,,F30-39,12:26.3,746.3,
,Henry Gregory,,M50-59,12:26.4,746.4,
,Stef Zandell,,NB40-49,12:26.8,746.8,
,Erikka Arone,,F40-49,12:28.2,748.2,
,Liz Larsen,,F50-59,12:28.5,748.5,
,Ernie Moore,,M60-69,12:29.9,749.9,
,John Grover,,M30-39,12:30.2,750.2,
,John Hubberts,,M30-39,12:31.0,751,
,Charles Barnes,,M60-69,12:31.0,751,
,John Quist,,M60-69,12:31.2,751.2,
,Luis Cano,,M18-29,12:31.5,751.5,
,Diana Barnes,,F60-69,12:31.6,751.6,
,Paul Jansma,,M30-39,12:31.7,751.7,
,PHYLLIS KNOPP,,F60-69,12:31.8,751.8,
,Sarah Rockwell,,F40-49,12:32.3,752.3,
,Emma Stoltze,,F30-39,12:32.5,752.5,
,Christopher Watson,,M30-39,12:32.6,752.6,
,Gina Dembinski,,F30-39,12:33.3,753.3,
,Mathieu Thomas,,M40-49,12:33.7,753.7,
,Colleen Molloy,,F30-39,12:33.9,753.9,
,Zoe Gadgil,,F40-49,12:33.9,753.9,
,Emily Isensee,,F30-39,12:34.1,754.1,
,James Krajnak,,M50-59,12:34.9,754.9,
,Daron Henry,,M50-59,12:35.1,755.1,
,Mary Avery,,F60-69,12:35.2,755.2,
,Staci Ottele,,F40-49,12:35.5,755.5,
,Karen Orozco,,F30-39,12:35.6,755.6,
,Julia Guderian,,F50-59,12:35.8,755.8,
,Ilia Chistov,,M18-29,12:36.4,756.4,
,Kathy Marion,,F70-79,12:36.8,756.8,
,Jack Krizizke,,M18-29,12:37.1,757.1,
,Melissa Burns,,F40-49,12:37.3,757.3,
,Steven Hull,,M40-49,12:38.5,758.5,
,Michael Kovacs,,M70-79,12:39.6,759.6,
,Jeff Johnson,,M40-49,12:40.5,760.5,
,Jackson Rose,,M18-29,12:40.5,760.5,
,Ashley Kaminski,,F30-39,12:41.3,761.3,
,Steven Payne,,M50-59,12:41.5,761.5,
,Edward Palmer,,M70-79,12:41.9,761.9,
,Amber Brokenshire,,F30-39,12:43.3,763.3,
,Elizabeth Mullen,,F60-69,12:43.8,763.8,
,Lance Pyles,,M30-39,12:44.3,764.3,
,Stephanie Cherberg,,F40-49,12:44.4,764.4,
,Christa Lee-Allender,,F50-59,12:44.5,764.5,
,Joshua O'Madadhain,,M50-59,12:44.5,764.5,
,Scott Brouillet,,M30-39,12:45.8,765.8,
,Lisa Metz,,F40-49,12:46.0,766,
,Jeff Rettig,,M50-59,12:46.0,766,
,Sharon Beattie,,F60-69,12:46.3,766.3,
,George May,,M50-59,12:46.7,766.7,
,Robin Ethridge,,F40-49,12:47.2,767.2,
,Glen Shapiro,,M40-49,12:47.7,767.7,
,Curran Duffey,,M30-39,12:47.7,767.7,
,Conner Board,,F18-29,12:48.0,768,
,Elizabeth Haak,,F40-49,12:49.0,769,
,Julia Fishler,,F40-49,12:49.4,769.4,
,Peggy Hitchcock,,F70-79,12:49.4,769.4,
,Amanda Nguyen,,F30-39,12:49.6,769.6,
,Aidan Glaze,,M18-29,12:50.2,770.2,
,Erica Ho,,F30-39,12:51.3,771.3,
,Grant Hadlich 6,,M30-39,12:51.8,771.8,
,Carrie Lemagie,,F50-59,12:52.5,772.5,
,Anita Lee,,F60-69,12:52.5,772.5,
,Anna Thomas,,F40-49,12:52.9,772.9,
,Zoe Shinno,,F60-69,12:53.3,773.3,
,Ian Steinmetz,,M40-49,12:54.8,774.8,
,Kate Puckett,,F50-59,12:56.0,776,
,Seungho Park,,M30-39,12:56.3,776.3,
,Sibel Okumus,,F40-49,12:56.6,776.6,
,Jill Jones,,F60-69,12:56.7,776.7,
,Lynn Lieu,,F18-29,12:57.0,777,
,Clement Ma,,M30-39,12:57.5,777.5,
,nana byrd,,F70-79,12:57.8,777.8,
,Gabrielle Cole,,F18-29,12:57.9,777.9,
,Vijay Paruchuru 9,,M40-49,12:58.0,778,
,Lou Allen,,M60-69,12:58.2,778.2,
,Lisa Whitney,,F60-69,12:58.4,778.4,
,Jose Salinas,,M30-39,12:58.6,778.6,
,Daniel Cusick,,M60-69,12:59.2,779.2,
,Charles Williams,,M70-79,12:59.3,779.3,
,Brad Corteza,,M30-39,12:59.6,779.6,
,Christopher Melgaard,,M30-39,12:59.8,779.8,
,Melanie San Pablo,,F18-29,12:59.9,779.9,
,Lisa Sevenski,,F40-49,13:00.2,780.2,
,Michael Lappano,,M40-49,13:00.2,780.2,
,Christi W Dudzik,,F60-69,13:00.6,780.6,
,Sara Van Natta,,F18-29,13:02.3,782.3,
,Jeffrey Ricco,,M40-49,13:02.4,782.4,
,Tricia Benson,,F40-49,13:02.5,782.5,
,Victoria Ramirez,,F18-29,13:02.7,782.7,
,Garrett Coats,,M30-39,13:03.2,783.2,
,Neil Kronlage,,M40-49,13:03.6,783.6,
,Jessica Bernstein,,F40-49,13:04.1,784.1,
,Mary Yang,,F50-59,13:04.2,784.2,
,Zachary Bridegroom,,M18-29,13:04.5,784.5,
,Rai Nelson 11,,F40-49,13:05.4,785.4,
,Michael Tsukada,,M70-79,13:05.5,785.5,
,Jacob Lambert,,M30-39,13:05.5,785.5,
,Jeffry Shirai,,M50-59,13:05.6,785.6,
,Nina Hajian,,F40-49,13:05.7,785.7,
,Julie M Johnson,,F60-69,13:06.0,786,
,Zachary Byrd,,M18-29,13:06.1,786.1,
,Jamie Shaffer,,F40-49,13:06.2,786.2,
,MAGGEE BOND,,F40-49,13:06.4,786.4,
,John Hadidian-Baugher,,M40-49,13:07.3,787.3,
,Jason Shaffer,,M40-49,13:07.8,787.8,
,Richard Poole,,M70-79,13:08.0,788,
,Scott Thomas,,M60-69,13:08.2,788.2,
,Susan Melgaard,,F60-69,13:08.2,788.2,
,Ann Grimm,,F60-69,13:08.6,788.6,
,JUAN ARLOS REYES,,M50-59,13:08.7,788.7,
,Paul Aronson,,M70-79,13:08.7,788.7,
,Hailey Farrow,,F18-29,13:09.0,789,
,Debbie Stewart,,F70-79,13:09.3,789.3,
,Payton Bridegroom,,F18-29,13:10.5,790.5,
,Sofie Hynes,,F60-69,13:11.0,791,
,Maxine Lee,,F40-49,13:11.8,791.8,
,Stacey Callaghan,,F40-49,13:12.9,792.9,
,Angela Humphreys,,F50-59,13:13.7,793.7,
,Melanie Clayton,,F30-39,13:13.8,793.8,
,Sheri Vahey,,F50-59,13:13.9,793.9,
,Marcie Decker,,F50-59,13:14.6,794.6,
,Kristi Birkeland,,F40-49,13:14.8,794.8,
,Tami Hutchison,,F50-59,13:14.8,794.8,
,Alexander Midlash,,M30-39,13:14.9,794.9,
,Troy Garrett,,M50-59,13:15.1,795.1,
,Dana Shumaker,,F70-79,13:15.2,795.2,
,Ramu Iyer,,M60-69,13:15.9,795.9,
,Andrea Jackett,,F30-39,13:16.4,796.4,
,Shanna Emanuelson,,F18-29,13:16.5,796.5,
,Allison Schneider,,F30-39,13:16.7,796.7,
,Angela Carden,,F40-49,13:17.0,797,
,Robbie Hedger,,F30-39,13:17.1,797.1,
,Lucien Brillant,,M18-29,13:18.1,798.1,
,Amrita Srivastava,,F40-49,13:18.7,798.7,
,David Vincent,,M30-39,13:18.8,798.8,
,Erika Trott,,F30-39,13:19.6,799.6,
,Edward Swanson,,M18-29,13:19.7,799.7,
,Laurie Berge,,F70-79,13:20.7,800.7,
,Kunjali Padhya,,F40-49,13:21.5,801.5,
,Elmo Acacio,,M50-59,13:22.0,802,
,Kristine Kim,,F30-39,13:22.6,802.6,
,Lisa Strum,,F60-69,13:22.7,802.7,
,Bryce Thomas,,M30-39,13:24.3,804.3,
,Lisa Aspessi,,F40-49,13:25.0,805,
,Greg Green,,M40-49,13:25.1,805.1,
,Cindi Forslund,,F70-79,13:26.0,806,
,Rachel Lloyd,,F30-39,13:26.4,806.4,
,Jessica Yu,,F30-39,13:27.3,807.3,
,Ann Gosch,,F60-69,13:27.3,807.3,
,Indira Ismailova,,F30-39,13:27.6,807.6,
,Meredith Richardi,,F30-39,13:28.3,808.3,
,Amy Sakoda,,F50-59,13:29.6,809.6,
,Briana Montgomery-Eichbaum,,F40-49,13:30.3,810.3,
,Hemantha Ponnuru,,M40-49,13:30.3,810.3,
,Howard Wright,,M70-79,13:30.4,810.4,
,Kaye Robinson 2,,F50-59,13:31.4,811.4,
,Grant Hadlich 5,,M30-39,13:31.6,811.6,
,Richard Alberty,,M30-39,13:32.1,812.1,
,Harish Thiagaraj,,M40-49,13:32.4,812.4,
,Reece Reeceannbuendia@gmail.com,,F30-39,13:33.4,813.4,
,Steven Payne 3,,M50-59,13:33.9,813.9,
,James Rose,,M50-59,13:33.9,813.9,
,Andrea Krajeski,,F40-49,13:34.2,814.2,
,Lauren Penrose,,F18-29,13:34.3,814.3,
,Nadine Cysewski,,F60-69,13:34.9,814.9,
,Erica Flores,,F30-39,13:35.3,815.3,
,Jennifer Taylor,,F30-39,13:35.5,815.5,
,Ingrid Ho,,F30-39,13:36.0,816,
,Kreable Young,,F30-39,13:36.4,816.4,
,John Emory,,M50-59,13:36.4,816.4,
,Daniel Tauber,,M50-59,13:37.1,817.1,
,Megan Massagee,,F30-39,13:37.3,817.3,
,Andrea Wood,,F18-29,13:37.4,817.4,
,Lynne Bird,,F50-59,13:37.9,817.9,
,Kara Gerhart,,F40-49,13:37.9,817.9,
,Steven Payne 2,,M50-59,13:38.6,818.6,
,Mark Maszak 3,,M50-59,13:38.9,818.9,
,Ashley Tunker,,F40-49,13:40.2,820.2,
,David Anderson,,M60-69,13:42.0,822,
,Marisha Parker,,F30-39,13:42.2,822.2,
,Eagle Jones,,M40-49,13:42.6,822.6,
,Rumneek Sangha,,F30-39,13:42.6,822.6,
,James Fiorino,,M60-69,13:43.3,823.3,
,Thomas Kensler,,M70-79,13:43.5,823.5,
,Nicole Wilker,,F50-59,13:44.4,824.4,
,Varun Pandey,,M40-49,13:45.1,825.1,
,Jenny Yoon,,F30-39,13:45.3,825.3,
,Jennifer Giannini-Upton,,F50-59,13:46.6,826.6,
,Nicole Bartlett,,F30-39,13:46.8,826.8,
,Daniel Grecian,,M60-69,13:46.8,826.8,
,Preston Haynes,,M30-39,13:47.0,827,
,THOMAS JACOBS,,M70-79,13:47.1,827.1,
,Amanda Bennett,,F40-49,13:47.1,827.1,
,carol silva,,F60-69,13:47.6,827.6,
,Lori May,,F50-59,13:47.7,827.7,
,Sarah Zika,,F40-49,13:48.1,828.1,
,Karen Chu,,F40-49,13:48.3,828.3,
,Julie Di Furia,,F60-69,13:50.3,830.3,
,TerriAnn Schiferl,,F50-59,13:50.5,830.5,
,Dan Hedges 2,,M60-69,13:50.8,830.8,
,Julia Russell,,F40-49,13:50.9,830.9,
,May Judy Lansang,,F30-39,13:50.9,830.9,
,Cassie Burgess,,F18-29,13:53.0,833,
,Helecia Adams,,F40-49,13:53.2,833.2,
,Vicki Higa,,F50-59,13:53.4,833.4,
,Karen King,,F50-59,13:54.5,834.5,
,Darivanh Vlachos,,F40-49,13:54.8,834.8,
,Jo Tureaud,,M40-49,13:56.5,836.5,
,Nancy Hoffman,,F70-79,13:57.7,837.7,
,Eric Bloom,,M50-59,13:57.7,837.7,
,Theresa Cannon,,F60-69,13:57.9,837.9,
,Ron Johnson,,M60-69,13:58.1,838.1,
,Brian Marchello,,NB40-49,13:58.8,838.8,
,Russell Metz,,M70-79,14:01.9,841.9,
,Kevin Fritz,,M30-39,14:02.1,842.1,
,Kristi Pimentel,,F40-49,14:02.2,842.2,
,Indrani Bhattacharjee,,F40-49,14:02.5,842.5,
,Ming Tsao,,M50-59,14:02.9,842.9,
,Anne Saben,,F30-39,14:03.0,843,
,Moira Brodersen,,F60-69,14:03.1,843.1,
,Delphine Chen,,F50-59,14:04.7,844.7,
,Ellie Batchison,,F40-49,14:05.1,845.1,
,Ellen Tan,,F50-59,14:05.8,845.8,
,Laila Siddiqui,,F40-49,14:07.0,847,
,Sarah King,,F30-39,14:07.1,847.1,
,Richard Parr,,M60-69,14:07.9,847.9,
,Susan Schulmeyer,,F60-69,14:07.9,847.9,
,patrick phelps,,M30-39,14:08.7,848.7,
,Sarah Milne,,F30-39,14:08.8,848.8,
,Kim Callis,,F60-69,14:08.9,848.9,
,Andrew Lientz,,M50-59,14:09.0,849,
,Arthur Yaremchuk,,M70-79,14:09.3,849.3,
,Ryan Moniz,,M30-39,14:09.7,849.7,
,Tiffani Hall,,F50-59,14:09.7,849.7,
,Josh Lauer,,M40-49,14:10.8,850.8,
,Ron House,,M50-59,14:11.1,851.1,
,Chris Zauche,,M30-39,14:11.4,851.4,
,Jaycee Chinn,,F60-69,14:11.6,851.6,
,Ronald Mursewick,,M60-69,14:12.5,852.5,
,Dezi Martial,,F18-29,14:12.8,852.8,
,Michael Gray,,M18-29,14:14.3,854.3,
,Catherine Rigor-Hammond,,F50-59,14:14.5,854.5,
,James Dobrick,,M70-79,14:14.5,854.5,
,Sophia Lauer,,F30-39,14:15.2,855.2,
,Adriane Raduenz,,F40-49,14:16.0,856,
,Tina Jenkins,,F50-59,14:16.7,856.7,
,Tiffany O'Rourke,,F30-39,14:17.0,857,
,Steve Balliet,,M30-39,14:17.5,857.5,
,Bruce Ford,,M50-59,14:18.7,858.7,
,Beth Henderson,,F40-49,14:18.9,858.9,
,Robin Ethridge 2,,F40-49,14:19.4,859.4,
,Melanie Mitsui,,F60-69,14:19.5,859.5,
,Steven Payne 4,,M50-59,14:19.5,859.5,
,April Gasaway,,F50-59,14:20.7,860.7,
,Saki Banjo,,F30-39,14:21.9,861.9,
,Laura Feola,,F50-59,14:22.3,862.3,
,Carolyn Guhman,,F70-79,14:23.4,863.4,
,Cassandra Delaune,,F50-59,14:23.8,863.8,
,Sais Singh,,M40-49,14:24.7,864.7,
,Anna Macgilvra,,F60-69,14:24.8,864.8,
,Yvonne Guthrie,,F30-39,14:25.1,865.1,
,RYUTA WATANABE,,M40-49,14:26.1,866.1,
,Amanda Canales,,F30-39,14:26.3,866.3,
,Brian Parker,,M60-69,14:26.4,866.4,
,Kari Matthews,,F30-39,14:26.8,866.8,
,Shelly Henderson,,F40-49,14:27.2,867.2,
,Geraldine Poor,,F60-69,14:27.3,867.3,
,Cecilia Venzon,,F40-49,14:27.9,867.9,
,Sandra Beaulieu,,F50-59,14:28.2,868.2,
,Christopher-James Helt,,M18-29,14:28.3,868.3,
,Cristine Batiquin,,F60-69,14:28.3,868.3,
,Bridget Wilson,,F40-49,14:28.3,868.3,
,Eva Elasigue,,NB40-49,14:28.3,868.3,
,Christine Pahel,,F18-29,14:28.4,868.4,
,Tina Sauer,,F30-39,14:29.3,869.3,
,Chloe Sliger,,F30-39,14:29.7,869.7,
,Roma Shah,,F30-39,14:30.2,870.2,
,Praveen R,,M40-49,14:30.3,870.3,
,Andre Munoz,,M30-39,14:30.6,870.6,
,Jordan Winters,,M30-39,14:31.7,871.7,
,Sherry Bailey,,F60-69,14:32.0,872,
,Toshihiro Banjo,,M30-39,14:32.1,872.1,
,Camryn Curfman,,F18-29,14:33.0,873,
,Joaly Ray,,F40-49,14:33.0,873,
,Alyssa Olton,,F30-39,14:33.5,873.5,
,Todd MacDermid,,M40-49,14:33.8,873.8,
,Ana Perez,,F18-29,14:34.7,874.7,
,Deb Irby,,F50-59,14:35.0,875,
,Nicole Salvador,,F18-29,14:35.1,875.1,
,Mark Sliger,,M60-69,14:35.6,875.6,
,Thomas Topolinski,,M60-69,14:35.7,875.7,
,Marisa Burgos,,F60-69,14:38.2,878.2,
,Jenny Miller,,F50-59,14:39.7,879.7,
,Alix Pettibone,,F30-39,14:40.3,880.3,
,Jessica Pena,,F30-39,14:41.4,881.4,
,Anne Wallace,,F40-49,14:42.0,882,
,Trevor Lovett,,M40-49,14:42.3,882.3,
,Allen Perez,,M40-49,14:44.3,884.3,
,Laura Hunter,,F40-49,14:44.6,884.6,
,Ronald Mursewick 2,,M60-69,14:46.8,886.8,
,Annmarie Fazio,,F60-69,14:48.2,888.2,
,Ferdinand Cruz,,M60-69,14:48.8,888.8,
,Kirk LaBuda,,M30-39,14:51.4,891.4,
,Heather Lakefish,,F50-59,14:51.6,891.6,
,Jennifer Woods,,F60-69,14:55.3,895.3,
,Catherine So,,F30-39,14:56.3,896.3,
,Ola Fasehun,,F50-59,14:56.6,896.6,
,Roza Bazaray,,F30-39,14:57.8,897.8,
,Julie Franzen,,F50-59,14:57.8,897.8,
,Solmaz Shotorbani,,F40-49,14:57.9,897.9,
,Anna Ivina,,F30-39,14:58.3,898.3,
,Jay Matzko,,M50-59,14:58.8,898.8,
,Neha Lohia,,F40-49,14:59.4,899.4,
,TOM KUTROSKY,,M80+,15:00.9,900.9,
,Larry Minar,,M70-79,15:02.4,902.4,
,Vince Armfield,,M60-69,15:02.8,902.8,
,Angela Modelski,,F60-69,15:04.1,904.1,
,Anna Knoblach,,NB18-29,15:05.7,905.7,
,Melissa Rettig,,F40-49,15:06.4,906.4,
,Aura Gantz,,F40-49,15:07.8,907.8,
,YUNGWEN LEE,,F50-59,15:10.4,910.4,
,Meriah Dainard,,F30-39,15:11.2,911.2,
,Mackenzie Cox,,F40-49,15:11.3,911.3,
,Daniel Harmann,,M40-49,15:11.8,911.8,
,Kristi Larson,,F60-69,15:13.7,913.7,
,Alicia Chunn,,F40-49,15:15.3,915.3,
,Jesse Ma,,M18-29,15:15.6,915.6,
,Rai Nelson 12,,F40-49,15:16.6,916.6,
,John Cruz,,M18-29,15:18.0,918,
,Marina Dzhamilova,,F40-49,15:18.7,918.7,
,Keely Warren,,F50-59,15:19.5,919.5,
,Le-Vy Nguyen Craig,,F40-49,15:19.8,919.8,
,Blake Nakatsu,,M30-39,15:20.4,920.4,
,Estelle Gray,,F60-69,15:22.4,922.4,
,Roy Kuo,,M50-59,15:23.3,923.3,
,Allison Garcia,,F40-49,15:24.0,924,
